# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-s" "1" "-t" "gene" "-M" "-g" "gene_id" "-a" "./genomic.gtf" "-o" "counts3.txt" "37D1_control1_sorted.bam" "37D2_control2_sorted.bam" "37D3_control3_sorted.bam" "46D1_elevtemp_sorted.bam" "46D2_elevtemp2_sorted.bam" "46D3_elevtemp3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	37D1_control1_sorted.bam	37D2_control2_sorted.bam	37D3_control3_sorted.bam	46D1_elevtemp_sorted.bam	46D2_elevtemp2_sorted.bam	46D3_elevtemp3_sorted.bam
PA4752	NC_002516.2	5337900	5338523	-	624	4	4	2	10	13	35
PA4753	NC_002516.2	5338618	5338932	+	315	0	4	0	2	2	5
PA4754	NC_002516.2	5338973	5339380	-	408	13	9	9	6	10	14
PA4755	NC_002516.2	5339391	5339867	-	477	6	0	0	4	4	11
PA4756	NC_002516.2	5339864	5343085	-	3222	48	40	41	40	34	76
PA4757	NC_002516.2	5343105	5343755	-	651	12	13	9	5	16	14
PA4758	NC_002516.2	5343767	5344903	-	1137	8	6	6	0	0	10
PA4758.1	NC_002516.2	5344950	5345060	-	111	1	0	0	0	0	0
PA4759	NC_002516.2	5345086	5345892	-	807	6	1	6	25	18	69
PA4760	NC_002516.2	5345949	5347082	-	1134	63	45	38	439	435	556
PA4761	NC_002516.2	5347198	5349111	-	1914	175	116	152	2221	1597	2440
PA4762	NC_002516.2	5349201	5349761	-	561	36	56	40	603	460	663
PA4763	NC_002516.2	5349929	5351605	+	1677	6	2	0	2	6	6
PA4764	NC_002516.2	5351675	5352079	-	405	32	12	12	12	14	37
PA4765	NC_002516.2	5352177	5352707	+	531	34	36	20	18	28	56
PA4766	NC_002516.2	5352775	5353080	-	306	0	0	0	0	0	0
PA4767	NC_002516.2	5353073	5353507	-	435	2	0	0	0	2	0
PA4768	NC_002516.2	5353783	5354262	+	480	10	8	2	6	6	22
PA4769	NC_002516.2	5354285	5355058	-	774	6	7	0	2	4	5
PA4770	NC_002516.2	5355387	5357075	+	1689	29	12	23	23	10	29
PA4771	NC_002516.2	5357230	5358375	+	1146	0	0	0	0	2	0
PA4772	NC_002516.2	5358442	5361258	+	2817	10	2	8	0	4	8
PA4773	NC_002516.2	5361586	5362068	+	483	0	0	2	0	2	2
PA4774	NC_002516.2	5362146	5363195	+	1050	4	4	2	4	6	4
PA4775	NC_002516.2	5363198	5364058	+	861	0	4	4	0	0	0
PA4776	NC_002516.2	5364071	5364736	+	666	0	0	0	0	0	0
PA4777	NC_002516.2	5364760	5366193	+	1434	0	0	0	0	4	6
PA4778	NC_002516.2	5366257	5366655	+	399	12	0	0	2	2	6
PA4779	NC_002516.2	5367187	5368080	-	894	0	0	0	0	0	0
PA4780	NC_002516.2	5368170	5369063	-	894	0	2	0	2	0	0
PA4781	NC_002516.2	5369187	5370368	-	1182	0	2	2	2	2	2
PA4782	NC_002516.2	5370476	5370721	-	246	0	0	0	0	0	0
PA4783	NC_002516.2	5370755	5371645	-	891	0	0	0	0	0	0
PA4784	NC_002516.2	5371800	5372267	+	468	0	0	0	0	0	0
PA4785	NC_002516.2	5372591	5373868	-	1278	4	0	4	4	4	10
PA4786	NC_002516.2	5374123	5375478	+	1356	0	0	0	0	0	5
PA4787	NC_002516.2	5375590	5376591	-	1002	0	0	2	0	0	4
PA4788	NC_002516.2	5376852	5377709	+	858	0	0	0	0	0	0
PA4789	NC_002516.2	5377791	5378096	+	306	2	0	0	0	0	0
PA4790	NC_002516.2	5378093	5378842	+	750	0	0	0	0	0	2
PA4791	NC_002516.2	5378908	5379528	+	621	0	0	2	0	0	2
PA4792	NC_002516.2	5379513	5380448	-	936	0	1	0	0	0	2
PA4793	NC_002516.2	5380580	5381143	+	564	46	42	36	76	42	114
PA4794	NC_002516.2	5381145	5381627	+	483	2	0	0	0	0	0
PA4795	NC_002516.2	5381617	5381994	+	378	2	0	0	0	0	0
PA4796	NC_002516.2	5381991	5382458	+	468	1	0	0	0	0	0
PA4797	NC_002516.2	5382796	5383812	-	1017	2	2	4	6	12	8
PA4798	NC_002516.2	5383947	5384675	+	729	0	0	0	0	0	0
PA4799	NC_002516.2	5384698	5385276	-	579	0	0	0	0	0	0
PA4800	NC_002516.2	5385273	5386073	-	801	1	0	0	1	0	2
PA4801	NC_002516.2	5386369	5386737	-	369	0	0	0	0	0	0
PA4802	NC_002516.2	5387000	5387722	+	723	3	0	0	0	1	4
PA4802.1	NC_002516.2	5387766	5387857	-	92	0	0	0	0	0	0
PA4803	NC_002516.2	5387990	5388607	-	618	2	2	0	0	0	3
PA4804	NC_002516.2	5388702	5390099	-	1398	2	0	0	0	2	3
PA4805	NC_002516.2	5390148	5391554	-	1407	0	0	0	2	0	0
PA4806	NC_002516.2	5391836	5392519	+	684	1	1	6	10	7	4
PA4807	NC_002516.2	5392523	5394448	-	1926	0	0	2	0	0	0
PA4808	NC_002516.2	5394445	5395851	-	1407	2	2	0	0	0	4
PA4809	NC_002516.2	5395930	5396859	-	930	1	2	6	4	2	2
PA4810	NC_002516.2	5396992	5397618	-	627	7	2	2	2	4	4
PA4811	NC_002516.2	5397690	5398619	-	930	2	10	0	0	0	3
PA4812	NC_002516.2	5398628	5401708	-	3081	86	24	47	24	28	18
PA4813	NC_002516.2	5402016	5402945	-	930	0	0	0	0	0	0
PA4814	NC_002516.2	5403305	5405350	+	2046	0	0	0	0	0	0
PA4815	NC_002516.2	5405559	5406008	+	450	0	0	0	0	0	0
PA4816	NC_002516.2	5406165	5407400	+	1236	0	0	0	0	0	0
PA4817	NC_002516.2	5407376	5407870	+	495	0	0	0	0	0	0
PA4818	NC_002516.2	5407873	5409309	-	1437	0	0	0	2	0	0
PA4819	NC_002516.2	5409306	5410280	-	975	0	0	0	0	0	0
PA4820	NC_002516.2	5410277	5410639	-	363	0	0	0	0	0	0
PA4821	NC_002516.2	5410876	5412237	+	1362	0	0	0	0	0	0
PA4822	NC_002516.2	5412569	5414236	-	1668	0	0	0	0	0	0
PA4823	NC_002516.2	5414279	5414488	-	210	0	0	0	0	0	0
PA4824	NC_002516.2	5414539	5415315	-	777	0	0	0	0	0	0
PA4825	NC_002516.2	5415413	5418124	-	2712	0	2	0	2	0	2
PA4826	NC_002516.2	5418351	5418569	-	219	2	0	0	2	0	6
PA4827	NC_002516.2	5418899	5419738	-	840	0	0	0	2	2	3
PA4828	NC_002516.2	5419863	5420318	+	456	2	0	0	0	0	2
PA4829	NC_002516.2	5420323	5421726	-	1404	4	2	0	15	2	18
PA4830	NC_002516.2	5421899	5422438	+	540	2	4	0	0	6	2
PA4831	NC_002516.2	5422506	5423066	+	561	0	0	2	0	0	0
PA4832	NC_002516.2	5423071	5423868	-	798	0	0	0	2	0	0
PA4833	NC_002516.2	5424099	5424716	+	618	0	0	0	0	5	0
PA4834	NC_002516.2	5424761	5425615	-	855	2	2	0	0	0	0
PA4835	NC_002516.2	5425597	5426898	-	1302	0	0	0	0	0	2
PA4836	NC_002516.2	5426895	5427686	-	792	1	0	0	0	0	0
PA4837	NC_002516.2	5427716	5429842	-	2127	0	0	0	4	0	0
PA4838	NC_002516.2	5429984	5431138	+	1155	0	0	0	0	0	2
PA4839	NC_002516.2	5431381	5433291	-	1911	1	0	2	2	8	2
PA4840	NC_002516.2	5433541	5433912	-	372	0	0	0	2	0	4
PA4841	NC_002516.2	5434116	5434652	-	537	0	2	0	0	3	0
PA4842	NC_002516.2	5434656	5435726	-	1071	15	6	0	63	28	51
PA4843	NC_002516.2	5436079	5437707	+	1629	32	10	16	12	14	30
PA4844	NC_002516.2	5437785	5439758	+	1974	0	0	0	0	0	2
PA4845	NC_002516.2	5439918	5441693	+	1776	0	2	0	2	2	6
PA4846	NC_002516.2	5441837	5442280	+	444	8	2	1	24	11	13
PA4847	NC_002516.2	5442304	5442774	+	471	28	20	22	18	18	5
PA4848	NC_002516.2	5442792	5444141	+	1350	30	22	15	11	17	34
PA4849	NC_002516.2	5444252	5445118	+	867	0	0	0	0	0	0
PA4850	NC_002516.2	5445199	5446083	+	885	0	0	0	0	0	3
PA4851	NC_002516.2	5446179	5447444	+	1266	2	6	0	1	6	5
PA4852	NC_002516.2	5447648	5448646	+	999	6	6	2	12	12	14
PA4853	NC_002516.2	5448643	5448966	+	324	3	4	0	2	0	4
PA4854	NC_002516.2	5449046	5450653	+	1608	4	0	0	1	3	3
PA4855	NC_002516.2	5450757	5452046	+	1290	0	2	0	1	0	0
PA4856	NC_002516.2	5452150	5454978	+	2829	12	8	6	8	4	10
PA4857	NC_002516.2	5455434	5456027	+	594	0	0	0	0	2	8
PA4858	NC_002516.2	5456452	5457717	+	1266	0	0	0	0	0	0
PA4859	NC_002516.2	5457864	5459453	+	1590	0	0	0	0	0	0
PA4860	NC_002516.2	5459450	5460529	+	1080	0	0	0	0	0	0
PA4861	NC_002516.2	5460526	5461383	+	858	0	2	0	0	0	0
PA4862	NC_002516.2	5461520	5462218	+	699	0	0	0	0	0	0
PA4863	NC_002516.2	5462302	5462754	+	453	2	0	0	0	0	2
PA4864	NC_002516.2	5462763	5463605	+	843	0	1	1	0	0	0
PA4865	NC_002516.2	5463607	5463909	+	303	0	0	0	0	0	0
PA4866	NC_002516.2	5463918	5464436	+	519	2	0	0	0	0	0
PA4867	NC_002516.2	5464453	5464758	+	306	0	0	0	0	0	0
PA4868	NC_002516.2	5464821	5466521	+	1701	4	0	0	2	4	0
PA4869	NC_002516.2	5466790	5468007	+	1218	0	0	2	0	0	0
PA4870	NC_002516.2	5468017	5468283	-	267	8	9	8	107	70	224
PA4871	NC_002516.2	5468409	5469023	+	615	0	0	0	0	0	0
PA4872	NC_002516.2	5469115	5469978	-	864	0	2	0	0	0	2
PA4873	NC_002516.2	5470186	5471451	+	1266	0	0	0	0	0	0
PA4874	NC_002516.2	5471626	5472042	-	417	282	210	182	134	131	188
PA4875	NC_002516.2	5472197	5472735	+	539	0	0	2	0	2	0
PA4876	NC_002516.2	5472824	5473168	+	345	4	0	2	0	2	0
PA4877	NC_002516.2	5473212	5473619	-	408	0	0	0	1	2	5
PA4878	NC_002516.2	5473766	5474578	+	813	16	16	18	26	12	20
PA4879	NC_002516.2	5474580	5476649	-	2070	8	4	4	4	0	4
PA4880	NC_002516.2	5476945	5477478	+	534	42	22	22	42	48	76
PA4881	NC_002516.2	5477754	5478095	+	342	0	0	0	0	0	0
PA4882	NC_002516.2	5478209	5478976	-	768	0	2	0	2	0	0
PA4883	NC_002516.2	5478973	5479587	-	615	0	0	0	0	0	0
PA4884	NC_002516.2	5479641	5480264	-	624	0	0	0	0	0	0
PA4885	NC_002516.2	5480402	5481091	+	690	0	0	0	0	6	1
PA4886	NC_002516.2	5481070	5482461	+	1392	0	0	0	0	0	0
PA4887	NC_002516.2	5482452	5483768	-	1317	2	0	0	0	2	0
PA4888	NC_002516.2	5483988	5485100	-	1113	10	6	8	14	4	28
PA4889	NC_002516.2	5485097	5486197	-	1101	0	0	0	0	0	0
PA4890	NC_002516.2	5486356	5486985	+	630	2	0	0	0	0	0
PA4891	NC_002516.2	5487215	5487718	+	504	0	0	0	2	0	0
PA4892	NC_002516.2	5487715	5488386	+	672	0	0	0	0	0	0
PA4893	NC_002516.2	5488397	5489011	+	615	4	0	0	2	2	0
PA4894	NC_002516.2	5489041	5489613	+	573	0	0	0	0	0	0
PA4895	NC_002516.2	5489630	5490652	-	1023	0	0	0	0	0	0
PA4896	NC_002516.2	5490645	5491181	-	537	0	0	0	0	0	0
PA4897	NC_002516.2	5491346	5494315	+	2970	2	3	6	4	2	2
PA4898	NC_002516.2	5494460	5495713	-	1254	0	0	0	2	0	0
PA4899	NC_002516.2	5495821	5497290	-	1470	0	0	0	1	0	0
PA4900	NC_002516.2	5497313	5498653	-	1341	0	0	0	0	0	2
PA4901	NC_002516.2	5498740	5500326	-	1587	0	0	0	0	0	4
PA4902	NC_002516.2	5500427	5501323	+	897	0	0	2	2	8	4
PA4903	NC_002516.2	5501338	5502672	-	1335	0	0	0	0	0	0
PA4904	NC_002516.2	5503051	5504106	+	1056	0	0	2	0	0	2
PA4905	NC_002516.2	5504121	5505074	+	954	0	0	0	0	0	0
PA4906	NC_002516.2	5505071	5505784	-	714	2	0	0	2	0	0
PA4907	NC_002516.2	5505848	5506609	-	762	8	14	8	16	4	20
PA4908	NC_002516.2	5506966	5507898	-	933	0	0	0	0	0	2
PA4909	NC_002516.2	5507969	5508685	-	717	0	0	0	0	0	0
PA4910	NC_002516.2	5508682	5509554	-	873	0	0	0	0	0	2
PA4911	NC_002516.2	5509551	5510828	-	1278	0	0	0	0	0	0
PA4912	NC_002516.2	5510839	5511753	-	915	0	0	0	0	0	2
PA4913	NC_002516.2	5511988	5513112	-	1125	3	0	1	0	0	3
PA4914	NC_002516.2	5513732	5514670	+	939	0	0	2	0	2	2
PA4915	NC_002516.2	5514727	5516352	+	1626	4	4	0	6	4	2
PA4916	NC_002516.2	5516399	5517094	-	696	0	0	0	0	2	0
PA4917	NC_002516.2	5517109	5517711	-	603	29	48	42	44	72	125
PA4918	NC_002516.2	5517821	5518480	+	660	6	3	6	9	9	25
PA4919	NC_002516.2	5518483	5519682	+	1200	46	34	22	35	16	67
PA4920	NC_002516.2	5519711	5520538	+	828	6	18	16	6	6	15
PA4921	NC_002516.2	5520672	5521595	+	924	2	2	4	0	0	1
PA4922	NC_002516.2	5521664	5522110	-	447	240	158	72	40	56	124
PA4923	NC_002516.2	5522386	5522973	+	588	0	0	0	0	0	0
PA4924	NC_002516.2	5522986	5523681	-	696	2	2	2	0	2	6
PA4925	NC_002516.2	5523868	5524719	-	852	0	0	0	0	0	0
PA4926	NC_002516.2	5524970	5525905	-	936	2	0	0	0	0	2
PA4927	NC_002516.2	5525905	5528397	-	2493	0	0	2	0	0	0
PA4928	NC_002516.2	5528659	5530902	-	2244	6	6	0	0	8	4
PA4929	NC_002516.2	5530973	5533015	+	2043	0	0	0	2	0	0
PA4930	NC_002516.2	5533017	5534093	-	1077	0	0	0	2	0	0
PA4931	NC_002516.2	5534162	5535556	-	1395	4	0	4	0	6	12
PA4932	NC_002516.2	5535685	5536131	-	447	5	4	2	0	8	2
PA4933	NC_002516.2	5536153	5537022	-	870	32	16	10	13	10	18
PA4934	NC_002516.2	5537059	5537289	-	231	129	45	69	48	62	110
PA4935	NC_002516.2	5537319	5537738	-	420	180	87	126	53	84	112
PA4936	NC_002516.2	5537953	5538699	-	747	7	0	1	3	2	6
PA4937	NC_002516.2	5538696	5541410	-	2715	100	68	50	119	130	189
PA4937.1	NC_002516.2	5541614	5541700	+	87	4	6	7	18	3	14
PA4937.2	NC_002516.2	5541830	5541916	+	87	21	14	4	12	9	16
PA4938	NC_002516.2	5542073	5543365	-	1293	61	30	18	19	18	27
PA4939	NC_002516.2	5543417	5544601	-	1185	6	4	8	9	22	15
PA4940	NC_002516.2	5544636	5544821	-	186	7	2	10	8	1	4
PA4941	NC_002516.2	5544917	5545786	-	870	31	8	19	18	30	43
PA4942	NC_002516.2	5545786	5546988	-	1203	66	47	33	129	108	222
PA4943	NC_002516.2	5547083	5548384	-	1302	55	32	49	159	188	326
PA4944	NC_002516.2	5548397	5548645	-	249	79	62	52	288	277	377
PA4945	NC_002516.2	5548751	5549722	-	972	18	15	18	29	32	69
PA4946	NC_002516.2	5549780	5551681	-	1902	4	0	4	4	2	4
PA4947	NC_002516.2	5551681	5553108	-	1428	1	2	0	0	4	4
PA4948	NC_002516.2	5553117	5553584	-	468	2	0	0	0	0	0
PA4949	NC_002516.2	5553572	5555080	-	1509	4	0	0	3	4	1
PA4950	NC_002516.2	5555162	5556247	+	1086	6	2	2	1	2	4
PA4951	NC_002516.2	5556281	5556823	-	543	4	0	2	0	2	2
PA4952	NC_002516.2	5556935	5557954	+	1020	0	0	0	0	0	3
PA4953	NC_002516.2	5557958	5559001	-	1044	2	2	2	4	0	0
PA4954	NC_002516.2	5559021	5559872	-	852	0	2	0	12	4	4
PA4955	NC_002516.2	5560013	5561524	+	1512	4	2	0	0	0	0
PA4956	NC_002516.2	5561599	5562414	+	816	2	0	0	0	2	2
PA4957	NC_002516.2	5562418	5563287	+	870	1	0	0	3	9	0
PA4958	NC_002516.2	5563605	5565428	+	1824	2	2	0	2	2	4
PA4959	NC_002516.2	5565493	5567568	+	2076	18	14	6	7	20	14
PA4960	NC_002516.2	5567655	5568944	-	1290	20	14	6	12	14	40
PA4961	NC_002516.2	5569090	5570628	+	1539	10	0	0	4	0	2
PA4962	NC_002516.2	5570625	5571161	+	537	0	0	0	0	0	0
PA4963	NC_002516.2	5571219	5571929	-	711	4	0	6	7	6	6
PA4964	NC_002516.2	5572222	5574486	-	2265	61	20	30	20	22	63
PA4965	NC_002516.2	5574494	5575018	-	525	0	2	0	0	0	0
PA4966	NC_002516.2	5575015	5576028	-	1014	2	0	0	0	2	0
PA4967	NC_002516.2	5576028	5577917	-	1890	4	6	4	4	9	4
PA4968	NC_002516.2	5577929	5578549	-	621	4	0	0	0	2	0
PA4969	NC_002516.2	5578681	5579499	-	819	2	0	2	2	0	0
PA4970	NC_002516.2	5579653	5580111	-	459	4	2	0	0	12	7
PA4971	NC_002516.2	5580102	5580719	-	618	0	2	4	6	6	4
PA4972	NC_002516.2	5580962	5581708	+	747	2	0	0	4	2	4
PA4973	NC_002516.2	5581762	5583645	-	1884	0	0	0	2	4	0
PA4974	NC_002516.2	5584101	5585549	+	1449	15	8	2	8	9	8
PA4975	NC_002516.2	5585615	5586319	-	705	0	2	0	0	0	0
PA4976	NC_002516.2	5586370	5587551	-	1182	0	0	0	0	2	0
PA4977	NC_002516.2	5587574	5589253	-	1680	2	0	0	2	2	0
PA4978	NC_002516.2	5589295	5591385	-	2091	0	0	0	0	0	0
PA4979	NC_002516.2	5591452	5592612	-	1161	0	0	0	0	5	2
PA4980	NC_002516.2	5592633	5593424	-	792	0	0	0	0	0	0
PA4981	NC_002516.2	5593683	5595095	-	1413	0	2	0	2	2	0
PA4982	NC_002516.2	5595279	5597531	-	2253	0	0	0	0	0	0
PA4983	NC_002516.2	5598308	5599042	-	735	0	2	0	0	2	0
PA4984	NC_002516.2	5599160	5599807	-	648	0	0	0	0	0	2
PA4985	NC_002516.2	5599884	5600975	-	1092	0	0	0	0	0	4
PA4986	NC_002516.2	5601149	5603095	+	1947	0	0	0	0	0	0
PA4987	NC_002516.2	5603173	5603772	+	600	0	0	0	0	0	2
PA4988	NC_002516.2	5603821	5605098	-	1278	0	0	0	0	2	0
PA4989	NC_002516.2	5605134	5606018	-	885	0	0	0	0	0	0
PA4990	NC_002516.2	5606103	5606435	+	333	0	0	0	0	0	0
PA4991	NC_002516.2	5606496	5607671	+	1176	0	0	0	0	0	0
PA4992	NC_002516.2	5607668	5608480	+	813	0	0	0	0	0	0
PA4993	NC_002516.2	5608649	5609569	+	921	0	0	0	0	0	2
PA4994	NC_002516.2	5609594	5610802	-	1209	2	0	2	2	0	0
PA4995	NC_002516.2	5610851	5612140	-	1290	0	0	2	0	2	0
PA4996	NC_002516.2	5612268	5613692	-	1425	0	2	0	6	10	6
PA4997	NC_002516.2	5613733	5615544	-	1812	16	0	2	2	0	16
PA4998	NC_002516.2	5615652	5616302	+	651	0	0	2	2	0	6
PA4999	NC_002516.2	5616310	5617515	+	1206	4	2	2	4	2	10
PA5000	NC_002516.2	5617534	5618418	-	885	2	6	4	2	3	12
PA5001	NC_002516.2	5618579	5619535	-	957	18	4	4	4	15	10
PA5002	NC_002516.2	5619608	5621026	-	1419	2	4	2	5	8	10
PA5003	NC_002516.2	5621030	5621926	-	897	2	0	1	4	14	9
PA5004	NC_002516.2	5621920	5623056	-	1137	0	0	0	2	0	6
PA5005	NC_002516.2	5623040	5624797	-	1758	29	18	20	86	41	57
PA5006	NC_002516.2	5624901	5626379	-	1479	4	0	2	0	6	3
PA5007	NC_002516.2	5626376	5627134	-	759	7	2	0	4	14	14
PA5008	NC_002516.2	5627131	5627865	-	735	1	0	2	2	1	0
PA5009	NC_002516.2	5627865	5628671	-	807	6	2	2	20	11	23
PA5010	NC_002516.2	5628668	5629789	-	1122	9	4	7	16	33	43
PA5011	NC_002516.2	5629786	5630853	-	1068	2	2	2	8	16	4
PA5012	NC_002516.2	5630850	5631887	-	1038	2	0	0	0	0	0
PA5013	NC_002516.2	5631947	5632870	-	924	71	32	23	32	50	58
PA5014	NC_002516.2	5632926	5635874	-	2949	36	18	19	41	40	75
PA5015	NC_002516.2	5636156	5638804	+	2649	228	156	130	107	183	273
PA5016	NC_002516.2	5638949	5640592	+	1644	141	100	109	79	124	133
PA5017	NC_002516.2	5641010	5643709	+	2700	16	3	6	6	10	14
PA5018	NC_002516.2	5643803	5644450	+	648	176	66	64	66	94	82
PA5019	NC_002516.2	5644454	5645290	-	837	0	0	0	0	0	0
PA5020	NC_002516.2	5645593	5647395	+	1803	0	0	0	0	0	0
PA5021	NC_002516.2	5647814	5649430	+	1617	2	0	2	2	8	2
PA5022	NC_002516.2	5649522	5652878	+	3357	4	0	0	6	6	10
PA5023	NC_002516.2	5652945	5654405	+	1461	0	0	2	0	0	0
PA5024	NC_002516.2	5654556	5655527	+	972	0	0	0	0	0	0
PA5025	NC_002516.2	5655648	5656925	+	1278	53	48	26	12	8	10
PA5026	NC_002516.2	5657016	5657468	+	453	1	2	2	0	0	0
PA5027	NC_002516.2	5657581	5658396	+	816	2	2	4	4	3	6
PA5028	NC_002516.2	5658418	5659185	-	768	12	6	6	10	14	22
PA5029	NC_002516.2	5659276	5660181	-	906	0	0	0	0	0	2
PA5030	NC_002516.2	5660357	5661673	+	1317	4	2	4	12	12	8
PA5031	NC_002516.2	5661701	5662630	-	930	0	2	0	0	0	2
PA5032	NC_002516.2	5662742	5663815	+	1074	0	0	0	0	0	0
PA5033	NC_002516.2	5663889	5664869	+	981	0	0	0	0	4	0
PA5034	NC_002516.2	5664990	5666057	-	1068	0	2	2	2	2	2
PA5035	NC_002516.2	5666234	5667667	-	1434	6	0	0	4	2	5
PA5036	NC_002516.2	5667696	5672141	-	4446	10	7	8	0	18	14
PA5037	NC_002516.2	5672366	5674021	-	1656	18	6	6	12	4	10
PA5038	NC_002516.2	5674028	5675134	-	1107	12	10	6	6	4	10
PA5039	NC_002516.2	5675184	5675702	-	519	0	2	1	2	0	1
PA5040	NC_002516.2	5675714	5677858	-	2145	91	62	58	34	31	50
PA5041	NC_002516.2	5677912	5678436	-	525	38	18	17	4	12	14
PA5042	NC_002516.2	5678433	5679056	-	624	172	145	121	71	58	129
PA5043	NC_002516.2	5679053	5679649	-	597	11	9	14	11	7	8
PA5044	NC_002516.2	5679649	5680713	-	1065	74	37	26	10	17	26
PA5045	NC_002516.2	5680898	5683366	+	2469	30	34	22	54	46	108
PA5046	NC_002516.2	5683471	5684739	-	1269	26	20	12	18	14	34
PA5047	NC_002516.2	5684842	5686281	-	1440	12	6	0	13	20	20
PA5048	NC_002516.2	5686278	5687045	-	768	0	1	2	0	0	2
PA5049	NC_002516.2	5687105	5687320	-	216	0	0	0	0	6	2
PA5050	NC_002516.2	5687496	5689715	+	2220	0	2	0	0	0	2
PA5051	NC_002516.2	5689964	5691727	+	1764	8	2	5	0	4	3
PA5052	NC_002516.2	5691762	5692457	+	696	2	0	0	0	0	12
PA5053	NC_002516.2	5692576	5693109	+	534	4	4	8	45	28	60
PA5054	NC_002516.2	5693138	5694481	+	1344	35	22	18	85	91	103
PA5055	NC_002516.2	5694576	5694947	+	372	0	0	0	0	0	1
PA5056	NC_002516.2	5695366	5697045	+	1680	1	2	6	0	2	5
PA5057	NC_002516.2	5697198	5698055	+	858	0	2	0	0	0	2
PA5058	NC_002516.2	5698359	5700041	+	1683	0	0	2	0	0	0
PA5059	NC_002516.2	5700097	5700714	+	618	0	0	0	0	2	0
PA5060	NC_002516.2	5700758	5701687	-	930	83	38	25	79	59	85
PA5061	NC_002516.2	5701698	5702114	-	417	35	29	37	19	24	49
PA5062	NC_002516.2	5702258	5702533	-	276	570	310	390	461	553	930
PA5063	NC_002516.2	5702669	5703439	+	771	0	6	2	2	0	7
PA5064	NC_002516.2	5703454	5704080	+	627	2	0	1	0	0	1
PA5065	NC_002516.2	5704077	5705678	+	1602	4	0	0	6	4	0
PA5066	NC_002516.2	5705794	5706198	+	405	10	6	4	1	6	5
PA5067	NC_002516.2	5706191	5706526	+	336	16	13	10	11	16	14
PA5068	NC_002516.2	5706552	5706800	+	249	125	105	72	38	52	47
PA5069	NC_002516.2	5706814	5707239	+	426	1	3	1	3	0	4
PA5070	NC_002516.2	5707236	5708039	+	804	4	0	0	0	2	2
PA5071	NC_002516.2	5708036	5708743	+	708	2	0	0	0	4	0
PA5072	NC_002516.2	5708955	5710898	+	1944	2	4	2	2	0	2
PA5073	NC_002516.2	5711008	5711469	+	462	20	14	12	14	8	32
PA5074	NC_002516.2	5711477	5712211	-	735	0	0	0	0	0	0
PA5075	NC_002516.2	5712204	5713166	-	963	0	0	4	0	4	2
PA5076	NC_002516.2	5713232	5714032	-	801	28	18	8	12	6	26
PA5077	NC_002516.2	5714270	5716855	-	2586	10	8	2	4	9	14
PA5078	NC_002516.2	5716848	5718425	-	1578	88	68	46	58	66	106
PA5079	NC_002516.2	5718882	5719319	-	438	2	0	0	0	2	2
PA5080	NC_002516.2	5719316	5720287	-	972	4	0	0	2	0	0
PA5081	NC_002516.2	5720469	5720945	+	477	0	0	0	0	0	0
PA5082	NC_002516.2	5720950	5721849	-	900	0	0	2	0	0	0
PA5083	NC_002516.2	5721892	5722242	-	351	0	0	0	0	0	0
PA5084	NC_002516.2	5722267	5723517	-	1251	0	0	0	4	2	0
PA5085	NC_002516.2	5723582	5724538	+	957	0	0	0	0	0	2
PA5087	NC_002516.2	5725479	5726348	-	870	3	1	6	1	8	0
PA5088	NC_002516.2	5726357	5727238	-	882	22	29	28	34	38	35
PA5089	NC_002516.2	5727239	5729476	-	2238	18	4	2	4	8	4
PA5090	NC_002516.2	5729473	5731845	-	2373	2	0	0	0	2	0
PA5091	NC_002516.2	5732116	5732916	-	801	0	0	2	0	0	0
PA5092	NC_002516.2	5732909	5734117	-	1209	0	0	0	0	0	2
PA5093	NC_002516.2	5734114	5735646	-	1533	0	0	0	0	0	0
PA5094	NC_002516.2	5735643	5736473	-	831	1	0	2	0	0	0
PA5095	NC_002516.2	5736470	5737321	-	852	0	0	0	0	0	3
PA5096	NC_002516.2	5737346	5738314	-	969	0	0	0	4	0	0
PA5097	NC_002516.2	5738432	5739835	-	1404	0	0	2	0	2	2
PA5098	NC_002516.2	5739898	5741427	-	1530	2	0	0	0	2	0
PA5099	NC_002516.2	5741524	5742966	-	1443	0	0	0	0	1	2
PA5100	NC_002516.2	5743074	5744753	-	1680	8	0	0	0	0	2
PA5101	NC_002516.2	5745079	5745876	-	798	0	0	0	0	0	0
PA5102	NC_002516.2	5745895	5746833	-	939	0	2	0	0	0	0
PA5103	NC_002516.2	5746849	5747871	-	1023	0	2	2	4	0	4
PA5104	NC_002516.2	5748013	5748603	-	591	2	0	0	0	2	0
PA5105	NC_002516.2	5748600	5749352	-	753	2	4	4	12	6	10
PA5106	NC_002516.2	5749453	5750814	+	1362	0	2	2	0	3	10
PA5107	NC_002516.2	5750961	5751530	-	570	0	2	0	2	2	10
PA5108	NC_002516.2	5751527	5751784	-	258	0	0	2	2	2	0
PA5109	NC_002516.2	5751857	5752459	-	603	0	0	1	0	0	0
PA5110	NC_002516.2	5752464	5753474	-	1011	31	14	4	12	9	19
PA5111	NC_002516.2	5753614	5754144	-	531	2	6	5	0	5	5
PA5112	NC_002516.2	5754298	5756238	-	1941	7	4	3	10	8	6
PA5113	NC_002516.2	5756347	5757741	-	1395	41	29	31	4	3	12
